Year,Month,Fuel Type,Quantity,UNIT
2010,April,Fuel Oil,19.00809,GWh
2010,April,Coal & Lignite,2671.780532,GWh
2010,April,Natural Gas,9750.902334,GWh
2010,April,Diesel,3.169,GWh
2010,April,Imported,741.429,GWh
2010,April,Renewable Energy,332.701141,GWh
2010,May,Hydro Electricity,520.918,GWh
2010,May,Fuel Oil,53.543802,GWh
2010,May,Coal & Lignite,2731.541696,GWh
2010,May,Natural Gas,10583.45392,GWh
2010,May,Diesel,2.787,GWh
2010,May,Imported,791.993,GWh
2010,May,Renewable Energy,302.065454,GWh
2010,June,Hydro Electricity,415.507,GWh
2010,June,Fuel Oil,23.219022,GWh
2010,June,Coal & Lignite,2490.842544,GWh
2010,June,Natural Gas,10327.3115,GWh
2010,June,Diesel,2.561,GWh
2010,June,Imported,789.052,GWh
2010,June,Renewable Energy,275.514747,GWh
2010,July,Hydro Electricity,334.902,GWh
2010,July,Fuel Oil,170.020189,GWh
2010,July,Coal & Lignite,2488.464711,GWh
2010,July,Natural Gas,10238.2475,GWh
2010,July,Diesel,7.687,GWh
2010,July,Imported,801.08,GWh
2010,July,Renewable Energy,252.881696,GWh
2010,August,Hydro Electricity,340.785,GWh
2010,August,Fuel Oil,56.064192,GWh
2010,August,Coal & Lignite,2647.256101,GWh
2010,August,Natural Gas,9761.264867,GWh
2010,August,Diesel,1.78,GWh
2010,August,Imported,768.501,GWh
2010,August,Renewable Energy,233.281353,GWh
2010,September,Hydro Electricity,245.456,GWh
2010,September,Fuel Oil,39.587336,GWh
2010,September,Coal & Lignite,2408.748261,GWh
2010,September,Natural Gas,10006.29488,GWh
2010,September,Diesel,2.73,GWh
2010,September,Imported,780.247,GWh
2010,September,Renewable Energy,222.725232,GWh
2010,October,Hydro Electricity,170.852,GWh
2010,October,Fuel Oil,9.750906,GWh
2010,October,Coal & Lignite,2353.635489,GWh
2010,October,Natural Gas,10142.01921,GWh
2010,October,Diesel,2.392,GWh
2010,October,Imported,795.422,GWh
2010,October,Renewable Energy,229.147951,GWh
2010,November,Hydro Electricity,328.707,GWh
2010,November,Fuel Oil,1.929538,GWh
2010,November,Coal & Lignite,2256.927993,GWh
2010,November,Natural Gas,9694.455994,GWh
2010,November,Diesel,2.868,GWh
2010,November,Imported,486.988,GWh
2010,November,Renewable Energy,206.85765,GWh
2010,December,Hydro Electricity,450.277,GWh
2010,December,Fuel Oil,25.256706,GWh
2010,December,Coal & Lignite,2006.498456,GWh
2010,December,Natural Gas,9740.437472,GWh
2010,December,Diesel,3.418,GWh
2010,December,Imported,423.471,GWh
2010,December,Renewable Energy,305.725002,GWh
2011,January,Hydro Electricity,576.868,GWh
2011,January,Fuel Oil,29.679782,GWh
2011,January,Coal & Lignite,2799.679927,GWh
2011,January,Natural Gas,8566.364178,GWh
2011,January,Diesel,1.696,GWh
2011,January,Imported,412.365,GWh
2011,January,Renewable Energy,374.736071,GWh
2011,February,Hydro Electricity,651.589,GWh
2011,February,Fuel Oil,31.053,GWh
2011,February,Coal & Lignite,2484.702891,GWh
2011,February,Natural Gas,8573.823918,GWh
2011,February,Diesel,1.539,GWh
2011,February,Imported,638.013,GWh
2011,February,Renewable Energy,323.171615,GWh
2011,March,Hydro Electricity,583.678,GWh
2011,March,Fuel Oil,0.430906,GWh
2011,March,Coal & Lignite,2710.573477,GWh
2011,March,Natural Gas,9552.369226,GWh
2011,March,Diesel,1.73,GWh
2011,March,Imported,789.541,GWh
2011,March,Renewable Energy,393.938017,GWh
2011,April,Hydro Electricity,470.471,GWh
2011,April,Fuel Oil,107.432294,GWh
2011,April,Coal & Lignite,2713.993539,GWh
2011,April,Natural Gas,8822.743526,GWh
2011,April,Diesel,2.052,GWh
2011,April,Imported,1019.115,GWh
2011,April,Renewable Energy,365.15201,GWh
2011,May,Hydro Electricity,374.064,GWh
2011,May,Fuel Oil,101.684546,GWh
2011,May,Coal & Lignite,2856.242382,GWh
2011,May,Natural Gas,10019.10809,GWh
2011,May,Diesel,1.005,GWh
2011,May,Imported,1075.411,GWh
2011,May,Renewable Energy,362.706382,GWh
2011,June,Hydro Electricity,394.086,GWh
2011,June,Fuel Oil,231.682726,GWh
2011,June,Coal & Lignite,2700.632702,GWh
2011,June,Natural Gas,9653.175492,GWh
2011,June,Diesel,6.521,GWh
2011,June,Imported,1072.215,GWh
2011,June,Renewable Energy,344.195755,GWh
2011,July,Hydro Electricity,392.173,GWh
2011,July,Fuel Oil,284.728574,GWh
2011,July,Coal & Lignite,2891.144936,GWh
2011,July,Natural Gas,9335.425861,GWh
2011,July,Diesel,5.902,GWh
2011,July,Imported,1315.343,GWh
2011,July,Renewable Energy,350.483788,GWh
2011,August,Hydro Electricity,901.683,GWh
2011,August,Fuel Oil,130.276574,GWh
2011,August,Coal & Lignite,2671.718136,GWh
2011,August,Natural Gas,9777.934574,GWh
2011,August,Diesel,3.164,GWh
2011,August,Imported,792.654,GWh
2011,August,Renewable Energy,323.321358,GWh
2011,September,Hydro Electricity,999.192,GWh
2011,September,Fuel Oil,271.110114,GWh
2011,September,Coal & Lignite,2637.18837,GWh
2011,September,Natural Gas,8921.360458,GWh
2011,September,Diesel,1.957,GWh
2011,September,Imported,1120.573,GWh
2011,September,Renewable Energy,256.214263,GWh
2011,October,Hydro Electricity,1137.351,GWh
2011,October,Fuel Oil,66.334824,GWh
2011,October,Coal & Lignite,2689.586066,GWh
2011,October,Natural Gas,8210.108334,GWh
2011,October,Diesel,3.105,GWh
2011,October,Imported,1164.634,GWh
2011,October,Renewable Energy,236.942503,GWh
2011,November,Hydro Electricity,631.558,GWh
2011,November,Fuel Oil,40.976116,GWh
2011,November,Coal & Lignite,2233.057773,GWh
2011,November,Natural Gas,8447.818373,GWh
2011,November,Diesel,1.262,GWh
2011,November,Imported,909.586,GWh
2011,November,Renewable Energy,307.4976,GWh
2011,December,Hydro Electricity,822.209,GWh
2011,December,Fuel Oil,20.18898,GWh
2011,December,Coal & Lignite,2323.208969,GWh
2011,December,Natural Gas,8381.09018,GWh
2011,December,Diesel,6.044,GWh
2011,December,Imported,464.959,GWh
2011,December,Renewable Energy,417.619461,GWh
2012,January,Hydro Electricity,1138.309,GWh
2012,January,Fuel Oil,17.553514,GWh
2012,January,Coal & Lignite,2864.72106,GWh
2012,January,Natural Gas,8580.060131,GWh
2012,January,Diesel,1.371,GWh
2012,January,Imported,484.49,GWh
2012,January,Renewable Energy,426.359258,GWh
2012,February,Hydro Electricity,1252.158,GWh
2012,February,Fuel Oil,67.26218,GWh
2012,February,Coal & Lignite,2576.731113,GWh
2012,February,Natural Gas,8976.232934,GWh
2012,February,Diesel,2.897,GWh
2012,February,Imported,799.212,GWh
2012,February,Renewable Energy,409.978722,GWh
2012,March,Hydro Electricity,1073.26,GWh
2012,March,Fuel Oil,14.32095,GWh
2012,March,Coal & Lignite,2942.007609,GWh
2012,March,Natural Gas,10132.76661,GWh
2012,March,Diesel,6.89,GWh
2012,March,Imported,1163.708,GWh
2012,March,Renewable Energy,466.168779,GWh
2012,April,Hydro Electricity,849.048,GWh
2012,April,Fuel Oil,389.53225,GWh
2012,April,Coal & Lignite,3150.952892,GWh
2012,April,Natural Gas,8968.933121,GWh
2012,April,Diesel,2.857,GWh
2012,April,Imported,1135.509,GWh
2012,April,Renewable Energy,441.903704,GWh
2012,May,Hydro Electricity,745.832,GWh
2012,May,Fuel Oil,392.14001,GWh
2012,May,Coal & Lignite,3039.887455,GWh
2012,May,Natural Gas,10252.72693,GWh
2012,May,Diesel,5.752,GWh
2012,May,Imported,1076.041,GWh
2012,May,Renewable Energy,467.250541,GWh
2012,June,Hydro Electricity,481.095,GWh
2012,June,Fuel Oil,117.91371,GWh
2012,June,Coal & Lignite,2827.823983,GWh
2012,June,Natural Gas,10331.07157,GWh
2012,June,Diesel,2.907,GWh
2012,June,Imported,937.377,GWh
2012,June,Renewable Energy,412.468712,GWh
2012,July,Hydro Electricity,440.31,GWh
2012,July,Fuel Oil,60.92354,GWh
2012,July,Coal & Lignite,2733.733218,GWh
2012,July,Natural Gas,10724.10947,GWh
2012,July,Diesel,8.108,GWh
2012,July,Imported,946.702,GWh
2012,July,Renewable Energy,427.643846,GWh
2012,August,Hydro Electricity,448.998,GWh
2012,August,Fuel Oil,113.00583,GWh
2012,August,Coal & Lignite,3011.754031,GWh
2012,August,Natural Gas,10077.21265,GWh
2012,August,Diesel,4.494,GWh
2012,August,Imported,1114.621,GWh
2012,August,Renewable Energy,413.141326,GWh
2012,September,Hydro Electricity,401.054,GWh
2012,September,Fuel Oil,37.98445,GWh
2012,September,Coal & Lignite,2964.797237,GWh
2012,September,Natural Gas,9734.949418,GWh
2012,September,Diesel,14.165,GWh
2012,September,Imported,1140.617,GWh
2012,September,Renewable Energy,383.024207,GWh
2012,October,Hydro Electricity,410.567,GWh
2012,October,Fuel Oil,85.21709,GWh
2012,October,Coal & Lignite,3034.934746,GWh
2012,October,Natural Gas,10582.45455,GWh
2012,October,Diesel,4.118,GWh
2012,October,Imported,797.106,GWh
2012,October,Renewable Energy,409.241248,GWh
2012,November,Hydro Electricity,597.356,GWh
2012,November,Fuel Oil,31.02721,GWh
2012,November,Coal & Lignite,2753.411327,GWh
2012,November,Natural Gas,10723.24296,GWh
2012,November,Diesel,5.133,GWh
2012,November,Imported,519.156,GWh
2012,November,Renewable Energy,392.840209,GWh
2012,December,Hydro Electricity,593.23,GWh
2012,December,Fuel Oil,3.04177,GWh
2012,December,Coal & Lignite,2681.852894,GWh
2012,December,Natural Gas,10284.68889,GWh
2012,December,Diesel,4.07,GWh
2012,December,Imported,412.887,GWh
2012,December,Renewable Energy,531.202889,GWh
2013,January,Hydro Electricity,597.776,GWh
2013,January,Fuel Oil,131.4681,GWh
2013,January,Coal & Lignite,3239.639262,GWh
2013,January,Natural Gas,9339.460221,GWh
2013,January,Diesel,4.157,GWh
2013,January,Imported,362.234,GWh
2013,January,Renewable Energy,600.188657,GWh
2013,February,Hydro Electricity,594.825,GWh
2013,February,Fuel Oil,104.69937,GWh
2013,February,Coal & Lignite,2854.886202,GWh
2013,February,Natural Gas,9825.969502,GWh
2013,February,Diesel,2.771,GWh
2013,February,Imported,555.799,GWh
2013,February,Renewable Energy,565.827609,GWh
2013,March,Hydro Electricity,549.101,GWh
2013,March,Fuel Oil,65.53448,GWh
2013,March,Coal & Lignite,3075.096168,GWh
2013,March,Natural Gas,11240.80652,GWh
2013,March,Diesel,7.383,GWh
2013,March,Imported,818.237,GWh
2013,March,Renewable Energy,639.656212,GWh
2013,April,Hydro Electricity,543.046,GWh
2013,April,Fuel Oil,230.38072,GWh
2013,April,Coal & Lignite,3174.740491,GWh
2013,April,Natural Gas,9571.353735,GWh
2013,April,Diesel,40.438,GWh
2013,April,Imported,1140.099,GWh
2013,April,Renewable Energy,625.042181,GWh
2013,May,Hydro Electricity,573.962,GWh
2013,May,Fuel Oil,24.77855,GWh
2013,May,Coal & Lignite,3191.257441,GWh
2013,May,Natural Gas,10942.80527,GWh
2013,May,Diesel,61.737,GWh
2013,May,Imported,1310.006,GWh
2013,May,Renewable Energy,643.3070795,GWh
2013,June,Hydro Electricity,431.899,GWh
2013,June,Fuel Oil,130.31043,GWh
2013,June,Coal & Lignite,2696.409394,GWh
2013,June,Natural Gas,10263.78396,GWh
2013,June,Diesel,16.24,GWh
2013,June,Imported,1268.211,GWh
2013,June,Renewable Energy,579.005248,GWh
2013,July,Hydro Electricity,322.847,GWh
2013,July,Fuel Oil,138.67811,GWh
2013,July,Coal & Lignite,3020.86041,GWh
2013,July,Natural Gas,9983.52333,GWh
2013,July,Diesel,8.678,GWh
2013,July,Imported,1297.321,GWh
2013,July,Renewable Energy,591.0700398,GWh
2013,August,Hydro Electricity,355.459,GWh
2013,August,Fuel Oil,135.20981,GWh
2013,August,Coal & Lignite,3071.255464,GWh
2013,August,Natural Gas,9781.436653,GWh
2013,August,Diesel,8.528,GWh
2013,August,Imported,1515.479,GWh
2013,August,Renewable Energy,607.360347,GWh
2013,September,Hydro Electricity,360.405,GWh
2013,September,Fuel Oil,89.3982,GWh
2013,September,Coal & Lignite,2936.527637,GWh
2013,September,Natural Gas,9467.417028,GWh
2013,September,Diesel,9.854,GWh
2013,September,Imported,1596.693,GWh
2013,September,Renewable Energy,460.683013,GWh
2013,October,Hydro Electricity,367.391,GWh
2013,October,Fuel Oil,110.20432,GWh
2013,October,Coal & Lignite,2767.656787,GWh
2013,October,Natural Gas,9893.83009,GWh
2013,October,Diesel,7.324,GWh
2013,October,Imported,1341.599,GWh
2013,October,Renewable Energy,552.400338,GWh
2013,November,Hydro Electricity,295.641,GWh
2013,November,Fuel Oil,13.02689,GWh
2013,November,Coal & Lignite,2640.165989,GWh
2013,November,Natural Gas,10065.87516,GWh
2013,November,Diesel,5.115,GWh
2013,November,Imported,1044.408,GWh
2013,November,Renewable Energy,577.989812,GWh
2013,December,Hydro Electricity,419.732,GWh
2013,December,Fuel Oil,92.836,GWh
2013,December,Coal & Lignite,2683.698174,GWh
2013,December,Natural Gas,8841.637727,GWh
2013,December,Diesel,6.913,GWh
2013,December,Imported,321.704,GWh
2013,December,Renewable Energy,763.2999724,GWh
2014,January,Hydro Electricity,574.507,GWh
2014,January,Fuel Oil,139.32166,GWh
2014,January,Coal & Lignite,3164.156561,GWh
2014,January,Natural Gas,8129.28044,GWh
2014,January,Diesel,3.824,GWh
2014,January,Imported,591.194,GWh
2014,January,Renewable Energy,822.030852,GWh
2014,February,Hydro Electricity,583.206,GWh
2014,February,Fuel Oil,138.00108,GWh
2014,February,Coal & Lignite,2822.592354,GWh
2014,February,Natural Gas,8500.794101,GWh
2014,February,Diesel,4.242,GWh
2014,February,Imported,845.46,GWh
2014,February,Renewable Energy,728.171939,GWh
2014,March,Hydro Electricity,584.372,GWh
2014,March,Fuel Oil,173.91569,GWh
2014,March,Coal & Lignite,3264.80772,GWh
2014,March,Natural Gas,10367.77042,GWh
2014,March,Diesel,2.474,GWh
2014,March,Imported,1302.479,GWh
2014,March,Renewable Energy,838.0634425,GWh
2014,April,Hydro Electricity,544.176,GWh
2014,April,Fuel Oil,230.60113,GWh
2014,April,Coal & Lignite,3251.739834,GWh
2014,April,Natural Gas,9826.009021,GWh
2014,April,Diesel,1.065,GWh
2014,April,Imported,1222.559,GWh
2014,April,Renewable Energy,789.125375,GWh
2014,May,Hydro Electricity,501.296,GWh
2014,May,Fuel Oil,114.72059,GWh
2014,May,Coal & Lignite,3385.723763,GWh
2014,May,Natural Gas,11197.84201,GWh
2014,May,Diesel,3.525,GWh
2014,May,Imported,1203.938,GWh
2014,May,Renewable Energy,816.579513,GWh
2014,June,Hydro Electricity,565.134,GWh
2014,June,Fuel Oil,156.344346,GWh
2014,June,Coal & Lignite,3304.244141,GWh
2014,June,Natural Gas,10299.649,GWh
2014,June,Diesel,21.88,GWh
2014,June,Imported,1085.918,GWh
2014,June,Renewable Energy,766.388879,GWh
2014,July,Hydro Electricity,488.93,GWh
2014,July,Fuel Oil,220.05889,GWh
2014,July,Coal & Lignite,3307.149098,GWh
2014,July,Natural Gas,10219.93972,GWh
2014,July,Diesel,8.525,GWh
2014,July,Imported,1177.907,GWh
2014,July,Renewable Energy,745.841625,GWh
2014,August,Hydro Electricity,300.688,GWh
2014,August,Fuel Oil,85.26853,GWh
2014,August,Coal & Lignite,3159.655517,GWh
2014,August,Natural Gas,10356.4587,GWh
2014,August,Diesel,4.856,GWh
2014,August,Imported,1270.629,GWh
2014,August,Renewable Energy,685.293473,GWh
2014,September,Hydro Electricity,220.842,GWh
2014,September,Fuel Oil,82.07211,GWh
2014,September,Coal & Lignite,3058.774542,GWh
2014,September,Natural Gas,10330.32348,GWh
2014,September,Diesel,2.518,GWh
2014,September,Imported,1331.876,GWh
2014,September,Renewable Energy,631.393404,GWh
2014,October,Hydro Electricity,252.732,GWh
2014,October,Fuel Oil,101.72658,GWh
2014,October,Coal & Lignite,2880.123558,GWh
2014,October,Natural Gas,10842.93633,GWh
2014,October,Diesel,3.261,GWh
2014,October,Imported,1017.368,GWh
2014,October,Renewable Energy,659.035523,GWh
2014,November,Hydro Electricity,281.814,GWh
2014,November,Fuel Oil,81.9946,GWh
2014,November,Coal & Lignite,2923.229358,GWh
2014,November,Natural Gas,10633.86087,GWh
2014,November,Diesel,3.925,GWh
2014,November,Imported,717.108,GWh
2014,November,Renewable Energy,680.82561,GWh
2014,December,Hydro Electricity,265.876,GWh
2014,December,Fuel Oil,82.40223,GWh
2014,December,Coal & Lignite,3049.721141,GWh
2014,December,Natural Gas,9609.296676,GWh
2014,December,Diesel,2.503,GWh
2014,December,Imported,493.277,GWh
2014,December,Renewable Energy,882.755507,GWh
2015,January,Hydro Electricity,298.922,GWh
2015,January,Fuel Oil,82.58896,GWh
2015,January,Coal & Lignite,2737.754341,GWh
2015,January,Natural Gas,9686.728588,GWh
2015,January,Diesel,2.298,GWh
2015,January,Imported,355.394,GWh
2015,January,Renewable Energy,934.561079,GWh
2015,February,Hydro Electricity,268.646,GWh
2015,February,Fuel Oil,72.81249,GWh
2015,February,Coal & Lignite,2588.981613,GWh
2015,February,Natural Gas,9487.650887,GWh
2015,February,Diesel,3.821,GWh
2015,February,Imported,726.002,GWh
2015,February,Renewable Energy,855.620599,GWh
2015,March,Hydro Electricity,321.726,GWh
2015,March,Fuel Oil,68.48368,GWh
2015,March,Coal & Lignite,2624.203454,GWh
2015,March,Natural Gas,11831.41174,GWh
2015,March,Diesel,7.883,GWh
2015,March,Imported,1106.605,GWh
2015,March,Renewable Energy,886.411229,GWh
2015,April,Hydro Electricity,371.008,GWh
2015,April,Fuel Oil,138.41362,GWh
2015,April,Coal & Lignite,2922.419259,GWh
2015,April,Natural Gas,10164.86172,GWh
2015,April,Diesel,1.517,GWh
2015,April,Imported,1464.628,GWh
2015,April,Renewable Energy,893.908097,GWh
2015,May,Hydro Electricity,484.338,GWh
2015,May,Fuel Oil,72.32299,GWh
2015,May,Coal & Lignite,2724.770461,GWh
2015,May,Natural Gas,11920.02831,GWh
2015,May,Diesel,4.604,GWh
2015,May,Imported,1621.936,GWh
2015,May,Renewable Energy,883.151942,GWh
2015,June,Hydro Electricity,367.079,GWh
2015,June,Fuel Oil,8.07774,GWh
2015,June,Coal & Lignite,3029.729624,GWh
2015,June,Natural Gas,11409.88776,GWh
2015,June,Diesel,1.893,GWh
2015,June,Imported,1162.287,GWh
2015,June,Renewable Energy,857.510885,GWh
2015,July,Hydro Electricity,333.547,GWh
2015,July,Fuel Oil,39.02272,GWh
2015,July,Coal & Lignite,3021.780555,GWh
2015,July,Natural Gas,11643.35396,GWh
2015,July,Diesel,84.694,GWh
2015,July,Imported,758.72,GWh
2015,July,Renewable Energy,840.902003,GWh
2015,August,Hydro Electricity,293.975,GWh
2015,August,Fuel Oil,28.97101,GWh
2015,August,Coal & Lignite,2949.30713,GWh
2015,August,Natural Gas,10875.32797,GWh
2015,August,Diesel,2.159,GWh
2015,August,Imported,1373.86,GWh
2015,August,Renewable Energy,822.70332,GWh
2015,September,Hydro Electricity,236.941,GWh
2015,September,Fuel Oil,25.28353,GWh
2015,September,Coal & Lignite,2955.220691,GWh
2015,September,Natural Gas,10400.48791,GWh
2015,September,Diesel,6.419,GWh
2015,September,Imported,1634.129,GWh
2015,September,Renewable Energy,740.663617,GWh
2015,October,Hydro Electricity,255.234,GWh
2015,October,Fuel Oil,30.676337,GWh
2015,October,Coal & Lignite,3151.984377,GWh
2015,October,Natural Gas,10368.2079,GWh
2015,October,Diesel,1.699,GWh
2015,October,Imported,1668.695,GWh
2015,October,Renewable Energy,737.354078,GWh
2015,November,Hydro Electricity,261.416,GWh
2015,November,Fuel Oil,133.8622325,GWh
2015,November,Coal & Lignite,2798.524256,GWh
2015,November,Natural Gas,10702.43098,GWh
2015,November,Diesel,2.41,GWh
2015,November,Imported,1395.43,GWh
2015,November,Renewable Energy,726.2836026,GWh
2015,December,Hydro Electricity,267.901,GWh
2015,December,Fuel Oil,96.398725,GWh
2015,December,Coal & Lignite,3077.435488,GWh
2015,December,Natural Gas,10034.61844,GWh
2015,December,Diesel,6.303,GWh
2015,December,Imported,1146.8,GWh
2015,December,Renewable Energy,862.4148707,GWh
2016,January,Hydro Electricity,342.964,GWh
2016,January,Fuel Oil,62.85818,GWh
2016,January,Coal & Lignite,2905.964789,GWh
2016,January,Natural Gas,9751.152172,GWh
2016,January,Diesel,5.18,GWh
2016,January,Imported,1147.661,GWh
2016,January,Renewable Energy,1140.61847,GWh
2016,February,Hydro Electricity,251.38,GWh
2016,February,Fuel Oil,20.21718,GWh
2016,February,Coal & Lignite,2890.905812,GWh
2016,February,Natural Gas,9339.165574,GWh
2016,February,Diesel,2.409,GWh
2016,February,Imported,1096.506,GWh
2016,February,Renewable Energy,1053.254107,GWh
2016,March,Hydro Electricity,296.994,GWh
2016,March,Fuel Oil,43.633225,GWh
2016,March,Coal & Lignite,3322.853051,GWh
2016,March,Natural Gas,11539.15227,GWh
2016,March,Diesel,10.485,GWh
2016,March,Imported,1339.11,GWh
2016,March,Renewable Energy,1147.319365,GWh
2016,April,Hydro Electricity,280.517,GWh
2016,April,Fuel Oil,32.07379,GWh
2016,April,Coal & Lignite,3252.849653,GWh
2016,April,Natural Gas,11481.91536,GWh
2016,April,Diesel,3.202,GWh
2016,April,Imported,1394.444,GWh
2016,April,Renewable Energy,1085.803266,GWh
2016,May,Hydro Electricity,280.146,GWh
2016,May,Fuel Oil,52.998673,GWh
2016,May,Coal & Lignite,3335.296081,GWh
2016,May,Natural Gas,11907.29798,GWh
2016,May,Diesel,2.237,GWh
2016,May,Imported,1910.5,GWh
2016,May,Renewable Energy,1055.034209,GWh
2016,June,Hydro Electricity,311.577,GWh
2016,June,Fuel Oil,4.715983,GWh
2016,June,Coal & Lignite,2975.103252,GWh
2016,June,Natural Gas,10751.99649,GWh
2016,June,Diesel,1.245,GWh
2016,June,Imported,1701.863,GWh
2016,June,Renewable Energy,995.389125,GWh
2016,July,Hydro Electricity,337.565,GWh
2016,July,Fuel Oil,2.661825,GWh
2016,July,Coal & Lignite,2738.174615,GWh
2016,July,Natural Gas,10525.93845,GWh
2016,July,Diesel,5.52,GWh
2016,July,Imported,2098.942,GWh
2016,July,Renewable Energy,1035.674331,GWh
2016,August,Hydro Electricity,302.066,GWh
2016,August,Fuel Oil,45.413478,GWh
2016,August,Coal & Lignite,3315.695351,GWh
2016,August,Natural Gas,10223.38752,GWh
2016,August,Diesel,122.197,GWh
2016,August,Imported,2251.957,GWh
2016,August,Renewable Energy,1015.958949,GWh
2016,September,Hydro Electricity,251.598,GWh
2016,September,Fuel Oil,32.334827,GWh
2016,September,Coal & Lignite,3256.147461,GWh
2016,September,Natural Gas,10494.96138,GWh
2016,September,Diesel,8.919,GWh
2016,September,Imported,1553.249,GWh
2016,September,Renewable Energy,939.490318,GWh
2016,October,Hydro Electricity,207.952,GWh
2016,October,Fuel Oil,2.799838,GWh
2016,October,Coal & Lignite,3042.885593,GWh
2016,October,Natural Gas,10672.0764,GWh
2016,October,Diesel,5.314,GWh
2016,October,Imported,1943.287,GWh
2016,October,Renewable Energy,942.459419,GWh
2016,November,Hydro Electricity,292.058,GWh
2016,November,Fuel Oil,0,GWh
2016,November,Coal & Lignite,3073.040295,GWh
2016,November,Natural Gas,9858.117127,GWh
2016,November,Diesel,4.031,GWh
2016,November,Imported,2146.719,GWh
2016,November,Renewable Energy,966.925925,GWh
2016,December,Hydro Electricity,388.261,GWh
2016,December,Fuel Oil,18.10005,GWh
2016,December,Coal & Lignite,2998.240308,GWh
2016,December,Natural Gas,9604.429703,GWh
2016,December,Diesel,2.951,GWh
2016,December,Imported,1241.117,GWh
2016,December,Renewable Energy,1159.274858,GWh
2017,January,Hydro Electricity,426.542,GWh
2017,January,Fuel Oil,2.4813,GWh
2017,January,Coal & Lignite,2782.043568,GWh
2017,January,Natural Gas,9811.118934,GWh
2017,January,Diesel,3.933,GWh
2017,January,Imported,1162.701,GWh
2017,January,Renewable Energy,1320.455816,GWh
2017,February,Hydro Electricity,444.088,GWh
2017,February,Fuel Oil,1.821733,GWh
2017,February,Coal & Lignite,2774.827275,GWh
2017,February,Natural Gas,9006.218148,GWh
2017,February,Diesel,5.321,GWh
2017,February,Imported,1445.836,GWh
2017,February,Renewable Energy,1237.119773,GWh
2017,March,Hydro Electricity,467.157,GWh
2017,March,Fuel Oil,14.958517,GWh
2017,March,Coal & Lignite,3148.68693,GWh
2017,March,Natural Gas,10923.08468,GWh
2017,March,Diesel,8.965,GWh
2017,March,Imported,2128.955,GWh
2017,March,Renewable Energy,1341.24483,GWh
2017,April,Hydro Electricity,432.569,GWh
2017,April,Fuel Oil,6.586225,GWh
2017,April,Coal & Lignite,3241.829747,GWh
2017,April,Natural Gas,9703.00188,GWh
2017,April,Diesel,2.933,GWh
2017,April,Imported,2223.182,GWh
2017,April,Renewable Energy,1271.293416,GWh
2017,May,Hydro Electricity,452.526,GWh
2017,May,Fuel Oil,1.82317,GWh
2017,May,Coal & Lignite,3325.419244,GWh
2017,May,Natural Gas,10732.8529,GWh
2017,May,Diesel,4.736,GWh
2017,May,Imported,2174.086,GWh
2017,May,Renewable Energy,1239.696689,GWh
2017,June,Hydro Electricity,342.951,GWh
2017,June,Fuel Oil,15.610748,GWh
2017,June,Coal & Lignite,3254.355052,GWh
2017,June,Natural Gas,10130.12511,GWh
2017,June,Diesel,43.469,GWh
2017,June,Imported,2231.133,GWh
2017,June,Renewable Energy,1212.922257,GWh
2017,July,Hydro Electricity,360.717,GWh
2017,July,Fuel Oil,48.482232,GWh
2017,July,Coal & Lignite,3172.502063,GWh
2017,July,Natural Gas,9747.300032,GWh
2017,July,Diesel,61.971,GWh
2017,July,Imported,2415.044,GWh
2017,July,Renewable Energy,1223.963679,GWh
2017,August,Hydro Electricity,298.631,GWh
2017,August,Fuel Oil,2.36864,GWh
2017,August,Coal & Lignite,3094.214165,GWh
2017,August,Natural Gas,10877.68781,GWh
2017,August,Diesel,6.485,GWh
2017,August,Imported,2198.499,GWh
2017,August,Renewable Energy,1222.117398,GWh
2017,September,Hydro Electricity,332.477,GWh
2017,September,Fuel Oil,0.047728,GWh
2017,September,Coal & Lignite,2754.118208,GWh
2017,September,Natural Gas,10706.09781,GWh
2017,September,Diesel,3.858,GWh
2017,September,Imported,2509.371,GWh
2017,September,Renewable Energy,1113.172455,GWh
2017,October,Hydro Electricity,275.665,GWh
2017,October,Fuel Oil,21.999118,GWh
2017,October,Coal & Lignite,2905.950363,GWh
2017,October,Natural Gas,10401.19734,GWh
2017,October,Diesel,24.374,GWh
2017,October,Imported,2079.954,GWh
2017,October,Renewable Energy,1133.873591,GWh
2017,November,Hydro Electricity,272.805,GWh
2017,November,Fuel Oil,13.531423,GWh
2017,November,Coal & Lignite,2633.374603,GWh
2017,November,Natural Gas,10145.42127,GWh
2017,November,Diesel,25.623,GWh
2017,November,Imported,2048.442,GWh
2017,November,Renewable Energy,1132.316248,GWh
2017,December,Hydro Electricity,581.058,GWh
2017,December,Fuel Oil,2.806632,GWh
2017,December,Coal & Lignite,2645.128893,GWh
2017,December,Natural Gas,8860.057223,GWh
2017,December,Diesel,6.114,GWh
2017,December,Imported,1810.221,GWh
2017,December,Renewable Energy,1495.841771,GWh
2018,January,Hydro Electricity,629.927,GWh
2018,January,Fuel Oil,3.006663,GWh
2018,January,Coal & Lignite,3088.828318,GWh
2018,January,Natural Gas,8922.589161,GWh
2018,January,Diesel,3.522,GWh
2018,January,Imported,1862.926,GWh
2018,January,Renewable Energy,1496.433225,GWh
2018,February,Hydro Electricity,646.594,GWh
2018,February,Fuel Oil,24.637838,GWh
2018,February,Coal & Lignite,2822.427074,GWh
2018,February,Natural Gas,8382.736516,GWh
